Time (s),Voltage (V),Current (A),Power (W),Power Factor,Speed (RPM),Torque (Nm),Temperature (°C),Vibration (m/s²)
0,0.0,0.0,-0.0001862183588073,0.0017515657743136,3.469577628586352,-0.008969489756877,0.04371004079316168,0.0080081367898218
1,0.06239949372409751,0.24471889060118995,4.651602379936677,0.1538088803718458,80.90327912436135,0.5605667453216282,0.0685338625532503,0.0635717687615643
2,0.1415174206186821,0.5080676560392227,41.57031782267861,0.3010707659337175,159.37507790489613,2.600313920373865,0.026495171669239845,0.0456922228916363
3,0.2071344459985895,0.7526149901240469,136.88581402699126,0.4605249777113783,229.36516297685776,5.821882362195954,0.05052590394475131,0.048797377902654
4,0.28648018918464446,0.9891251457686021,320.97021231862686,0.5970329542639465,311.9821631815523,9.80710633908242,0.0,0.0189795584819145
5,0.34894108690264825,1.0,399.5717164624901,0.605761248821948,391.7874803218066,9.744810188429769,0.04224383360396754,0.0439730892180353
6,0.41426602467199036,0.9430123588781409,478.1108705483332,0.6495543609933221,467.11014698527487,9.623538546379748,0.03316383211699281,0.077119501529123
7,0.49529423970256253,0.8888183941508194,563.4750140321302,0.6813621696118198,540.3949974859665,9.990364036847753,0.061162172657284034,0.1401350733141464
8,0.563071182269764,0.8469658838824312,616.5709663810353,0.6895994624136114,620.7399596291015,9.334876979174846,0.024945470291798458,0.0888290395538134
9,0.636840220897367,0.796332026546962,721.2660862503698,0.7600811155743471,696.6182434074058,9.857501198595257,0.08213393423856867,0.0917775956282311
10,0.6995645090026233,0.7237936997019202,730.6401155722452,0.7727408743406493,770.2983315292241,9.25537607327003,0.02324107937801153,0.1443660637614537
11,0.7818081680857766,0.6714970069104648,794.6908892631353,0.8121984625991756,854.9969443937648,8.972511824190287,0.10507498542406253,0.1174327105884662
12,0.8465910830848458,0.6235327148982805,852.2570095058467,0.8677053869439705,929.8720332953188,8.734261491437351,0.09350381161750362,0.1809269959287546
13,0.9242664851378123,0.5656948838858002,870.6598401103679,0.896885801023886,1008.0197288207368,8.090311717103154,0.05905642923989962,0.1664684065142692
14,0.9988212481221153,0.5253231443797011,897.9920226092761,0.923414365757262,1084.683135448145,7.823057467425927,0.0632806552041294,0.1757314997397165
15,0.9829364116992564,0.5224461616608806,880.703688143356,0.9253408964134844,1160.1003567496573,7.272315782399998,0.10561062536431336,0.2232480612020745
16,0.9906661082148197,0.5265276223230576,898.2929855669516,0.9291127171765626,1237.2300739739396,6.963167730823785,0.11192038990126092,0.2032446434824034
17,0.9946401436672193,0.5168231861501061,868.7851847381675,0.9121377559020786,1319.4925264124818,6.269686107973044,0.05246496755713204,0.2286265953234189
18,0.9898228879346632,0.5159307053426543,860.6649630093841,0.909582554613496,1387.962166553099,5.723286009071653,0.043539870325848926,0.2408362634654616
19,0.9987037231560494,0.520093087071973,898.3228978173964,0.9333220105958256,1474.745976613683,5.812060102429395,0.04394458646931353,0.1747910108515086
20,0.9907142694220248,0.5362511399501487,902.4147128029292,0.9161088383935622,1467.3553895510292,5.753985144488469,0.09192246426239974,0.2232426967552313
21,0.9856125163799168,0.5182390950173538,879.5523148251485,0.9292558797320918,1472.203853143084,5.644353994083372,0.07673392984046913,0.2362667207174609
22,0.9837251084268196,0.5206600829480384,858.9894972444702,0.9049567970466326,1467.0235217633792,5.4222761361940295,0.08022279297596586,0.1986933690019953
23,0.994667401053747,0.5153380478544868,879.928429308873,0.9265230790301896,1470.6565612465754,5.750849751563367,0.0794841469045253,0.1928293404417454
24,0.9854173141876469,0.5143001936594395,879.6894709119789,0.9368342065966204,1470.4565622410712,5.807846089026719,0.1090191054336266,0.2467847202662173
25,0.9950298855886903,0.5162304740923983,862.804169257361,0.9065643499598168,1471.730648551493,5.443008160268422,0.1185308149873093,0.2252134215099151
26,0.9951856450409937,0.516589445805897,891.3584701817433,0.9357585663100372,1468.6579297976768,5.913869174384819,0.06673340075731403,0.2088394394018626
27,0.9875910910932502,0.5254009353151085,877.8315421787586,0.9127471610365918,1466.5506563473575,5.6329198251072,0.11170144562304295,0.2039714017059182
28,0.9888689023999602,0.5183755744722631,872.1872219567,0.9182125117413018,1469.381012779121,5.738835208889884,0.14312906340177767,0.2179240692111979
29,0.9920839945176281,0.5299874862631019,915.3111929764688,0.9390883400848202,1469.780137297192,5.920982856748528,0.11177676784367273,0.1805150667651928
30,0.9841662196977418,0.5298343291954745,898.0401230604418,0.9290087606066988,1468.3941333907549,5.901847111686329,0.14510357770703647,0.1593166368532086
31,0.9872375627724965,0.5242218080282145,872.118626118936,0.9092069622210476,1469.1892181012606,5.851160733651865,0.10605772040294377,0.2421535438725698
32,0.9985472873755135,0.5187317256332753,893.7434763701693,0.93119052100372,1473.2202751216228,5.992038810262604,0.1413220422743473,0.1895332691131959
33,0.983442962668496,0.5178390185295048,873.9496061989344,0.9260889412734068,1471.5983505306467,5.535856759139277,0.1622965761907059,0.1587628317386358
34,0.9938849027285196,0.5347598856295419,902.90986453577,0.916298277928804,1468.504439620019,5.942525252688878,0.12885584917113774,0.204088581200839
35,0.9966347034446803,0.5375583203461172,905.9724050260644,0.912027848869237,1471.2353579138332,5.911450428387647,0.09917584105434292,0.1837727713557696
36,0.9830015739611454,0.5269521062124395,867.7140391824338,0.9036975716952508,1473.6231779911957,5.7593450129746,0.1574357888608838,0.2277725605107208
37,0.9888802157140658,0.5363546894201341,898.8774894698156,0.9140203772197988,1471.8000949636798,5.912775112118898,0.16931815203745385,0.1597768768386132
38,0.9978260561105182,0.5233343346008575,898.0376891688469,0.927953125327842,1465.276580235981,5.991222627924088,0.0988871299819057,0.1680353068530382
39,0.9968186886848242,0.5356472848379482,916.33784820152,0.9256419112846436,1470.6254956935577,6.005581774293095,0.10630553703631439,0.1990451766670304
40,1.0,0.529741544217547,904.3740920356514,0.9210016876449674,1474.0221206144147,5.742281376883643,0.1622090106943689,0.1567699634259539
41,0.9871105122521419,0.5138774675496811,882.4852685678668,0.938995459204792,1466.0395840102804,5.880635623907335,0.13977106903187236,0.1694498868351999
42,0.9906858324381119,0.5138309987703281,865.6343458828625,0.917846292613648,1471.8608328362943,5.4161787618869885,0.11305042701584922,0.1874140531535888
43,0.999882741773118,0.5185887843596666,903.0406824580144,0.9398919670824556,1471.3911173372735,5.962431647965148,0.16840874554757335,0.1559483292395991
44,0.9834434167009213,0.5174972602751615,880.7928940194532,0.9339677201317376,1468.3302936147893,5.59664291039578,0.18763206346623904,0.2201786140969751
45,0.9892458915339588,0.5139956817461669,853.1728214552339,0.9056462357041014,1465.6181113805692,5.3680752328308445,0.17390460814322964,0.1560750671725667
46,0.9941083403824723,0.5315484844410215,903.5200729506128,0.9223496457307684,1473.2973948790027,6.00893149220724,0.1271752585830952,0.209949414620403
47,0.9926881445893598,0.525751768945832,878.0104290934007,0.9076572608935154,1473.217476643286,5.817494120325035,0.1270636245870563,0.2058313005152185
48,0.9831383743073492,0.5276692692069076,877.6221051497342,0.91262577611553,1466.201693895591,5.910657939144588,0.16364217693895539,0.2054352951777424
49,0.9918720775199634,0.5278807204257518,886.4094693085906,0.913324311855836,1468.9790733015952,5.622177906167214,0.20103236778281794,0.2309766040321419
50,0.9987349384007147,0.5300464458145769,896.6097734907352,0.9137088881013132,1470.8613498800355,5.995012500151415,0.16236053335529688,0.1553594265585487
51,0.9837350448015608,0.5159267940884454,881.9060548657857,0.937770483180209,1465.370217237705,5.683192068963751,0.17703892943708507,0.2212335880647807
52,0.9933629606862384,0.5346726834820313,925.3614513654462,0.9397291371552916,1465.973659806395,6.104643959567851,0.17172591073018315,0.2434720191643275
53,0.9961661682549526,0.5161724859210453,870.487775593785,0.91370524000664,1471.2710073849796,5.531342786060566,0.15380096501473114,0.1821242947050985
54,0.9851203901725272,0.5156499569378468,870.0116250347866,0.9243347132210888,1474.2754486295544,5.588483315380613,0.16409764819893918,0.1720938397784997
55,0.9831619896490859,0.5366363392936959,904.5430576227508,0.9246039031656962,1469.8169177665975,5.841785696833405,0.24205180298626758,0.2041838119869671
56,0.9853707243077247,0.5338086939538988,895.3403840117995,0.918081109700342,1473.5574558972116,5.638293256845282,0.1937280090289868,0.2320793816628383
57,0.9962467342073087,0.5275347242877272,902.5671865375,0.9265320309788602,1470.241296646359,6.061988668779551,0.1747612862584247,0.2139085720040045
58,0.9869439307582801,0.5218598668621006,880.999445512742,0.9229706204456228,1472.943833489896,5.6340900523495145,0.23288878860018947,0.2013759162461375
59,0.9977139624091493,0.5252291534743404,877.3717153602139,0.9033700419831456,1469.7782298508366,5.850426454318977,0.21508510575702938,0.1759599992841021
60,0.9846743014053718,0.5351208120942836,905.2432595585492,0.9265700880137208,1470.918446291294,5.918781192422366,0.1707761040614399,0.246723878867565
61,0.9951861344199728,0.5219058335085157,873.9343055983269,0.9079508699080264,1466.7950994622806,5.810628147731825,0.22069135517844088,0.214365914259127
62,0.987787758936855,0.5171063665047511,868.9132662975421,0.9180496717476182,1471.918785008999,5.826417148033205,0.26395333100537743,0.179305207561137
63,0.9917352734254933,0.5209675120635813,887.9632065887236,0.9274138307777656,1467.697564271289,5.617484747357638,0.26146658161330244,0.1864621024189904
64,0.9931077547736727,0.5265720276635693,911.0262525288074,0.939899618866954,1466.205307544551,6.037743863798391,0.2719955019729312,0.2063634415311329
65,0.9992786473201318,0.5341861963718857,912.5724404338312,0.9221424585166248,1465.0562211111942,6.002309181955652,0.2802911761094403,0.2209206838402973
66,0.9904631447285326,0.5285564663607657,880.8619646496609,0.9077087437110308,1465.0084753462124,5.79533697475049,0.2470624518451904,0.1736982877743443
67,0.9970477016176574,0.5201616096372385,897.8142985120649,0.9342081514368696,1474.188277998991,5.824414021927423,0.2758232962845194,0.2187336431742986
68,0.984406021498445,0.5197549247061374,866.0230369956253,0.9133562328069348,1470.7316008492603,5.660382888292671,0.21137228307753045,0.2462612324019795
69,0.9828605355168905,0.534688954964214,879.7540429356329,0.9028733735440228,1469.666111123603,5.730396562181999,0.2035611844389969,0.1576799880010723
70,0.9914235645695539,0.5175989132437359,859.848691187961,0.904284181649952,1468.764732339674,5.698567492631883,0.2857384082121424,0.2448723243553962
